GramBank ID	Hedvigs thematic order	Feature	Possible Values	Clarifying Comments	OLD DO NOT USE Draft of clarifying comments to outsiders (before Jeremy, Hannah and Hedvigs draft)	Feature patron	Suggested standardised comments	Suggested standardised comments in dropdown menu form	progress on new description	Feature question in French	Relevant unit(s)	Function	Formal means	Unnamed: 14	Dependencies	Legacy status	GramBank-status	Work in progress comment	Jeremy - Estimated action (keep identical as it is, keep copy but also add new better version, add hyper, add hypo, delete)	Hedvig - Estimated action (keep identical as it is, keep copy but also add new better version, add hyper, add hypo, delete)	Hedvig - Estimated action (add complement?)	Hedvig - Estimated action commentary	Wordhood issues	NTS or GramBank?	dependencies in the grambank features	Inspired by WALS	di garbo	have been dealt with during homework1 (Jeremy, Hanna, Hedvig)	Africa-spec	Complementing F1-F160	other complements	Very hard to deny	Prone to misunderstandings among researchers	Requires extensive data on the language	Design (just from Hedvigs memory)	"Relevant for Nick and ""Parabank"""	Last edited	Is there a typological survey that already covers this feature somehow?	Previous comments	Old comments	Hedvig's meta-comment (mostly to herself)	Harald's clarification and/or reformulation	Old feature number	Old feature	db_Object	db_Domain
GB096	Hedvigs_thematic_order0186	Are variations in marking strategies of core participants based on verb classes?	4:n/a;1: present;2:y;3:n;0: absent	"By ""marking strategies of core participants"" we are referring to the placement of affix/clitic marking in relation to the verbal root. F95-98 does not relate to alignment (F141-142, F278-282) but to the prefix/proclitic & suffix/enclitic-features of F89-F94. The fact that arguments can be marked by independent pronouns or by verbal agreement only is not relevant here, it is the position in relation to the verbal root that is targeted."	"By ""marking strategies of core participants"" we are referring to the placement of affix/clitic marking in relation to the verbal root. F95-98 does not relate to alignment (F141-142, F278-282) but to the prefix/proclitic & suffix/enclitic-features of F89-F94. The fact that arguments can be marked by independent pronouns or by verbal agreement only is not relevant here, it is the position in relation to the verbal root that is targeted."		Not mentioned		in progress	Est-ce que les variations de marquage des participants basiques sont déterminées par des distinctions de classes de verbes?	verb, bound person form	argument marking - core, verb classification	affixation and cliticization, bound person marking, conjugation, word order		249:0 -> 96:na	Sahul	keepers			keep identical copy				NTS											Michael Dunn, Ger Reesink, Stephen Levinson, Ruth Singer et al.				this question refers to variations , if they occur				3.3.16	Are variations in marking strategies based on verb classes?	Are variations in marking strategies of core participants based on verb classes?	{'1': <DomainElement 'GB096-1'>, '0': <DomainElement 'GB096-0'>, '2': <DomainElement 'GB096-2'>, '3': <DomainElement 'GB096-3'>, '?': <DomainElement 'GB096-?'>}
GB097	Hedvigs_thematic_order0187	Are variations in marking strategies of core participants based on clause type, e.g. main vs. subordinate?	4:?;3:no data;0: absent;5:n/a;1: present;2:n	"By ""marking strategies of core participants"" we are referring to the placement of affix/clitic marking in relation to the verbal root. F95-98 does not relate to alignment (F141-142, F278-282) but to the prefix/proclitic & suffix/enclitic-features of F89-F94. The fact that arguments can be marked by independent pronouns or by verbal agreement only is not relevant here, it is the position in relation to the verbal root that is targeted."	"By ""marking strategies of core participants"" we are referring to the placement of affix/clitic marking in relation to the verbal root. F95-98 does not relate to alignment (F141-142, F278-282) but to the prefix/proclitic & suffix/enclitic-features of F89-F94. The fact that arguments can be marked by independent pronouns or by verbal agreement only is not relevant here, it is the position in relation to the verbal root that is targeted."		Not mentioned		in progress	Est-ce que les variations de marquage des participants basiques sont déterminées par des distinctions de types de clause (principale ou subordonnée) ?	clause, verb, bound person form	argument marking - core, subordination	affixation and cliticization, bound person marking, conjugation, word order		249:0 -> 97:na	Sahul	keepers			keep identical copy				NTS											Michael Dunn, Ger Reesink, Stephen Levinson, Ruth Singer et al.				this question refers to variations , if they occur				3.3.17	Are variations in marking strategies based on clause type, e.g. main vs subordinate?	Are variations in marking strategies of core participants based on clause type, e.g. main vs. subordinate?	{'0': <DomainElement 'GB097-0'>, '3': <DomainElement 'GB097-3'>, '?': <DomainElement 'GB097-?'>, '1': <DomainElement 'GB097-1'>, '2': <DomainElement 'GB097-2'>, '4': <DomainElement 'GB097-4'>}
GB098	Hedvigs_thematic_order0188	Are variations in marking strategies of core participants based on person distinctions?	4:n/a;1: present;3:y;2:n;0: absent	"By ""marking strategies of core participants"" we are referring to the placement of affix/clitic marking in relation to the verbal root. F95-98 does not relate to alignment (F141-142, F278-282) but to the prefix/proclitic & suffix/enclitic-features of F89-F94. The fact that arguments can be marked by independent pronouns or by verbal agreement only is not relevant here, it is the position in relation to the verbal root that is targeted."	"By ""marking strategies of core participants"" we are referring to the placement of affix/clitic marking in relation to the verbal root. F95-98 does not relate to alignment (F141-142, F278-282) but to the prefix/proclitic & suffix/enclitic-features of F89-F94. The fact that arguments can be marked by independent pronouns or by verbal agreement only is not relevant here, it is the position in relation to the verbal root that is targeted."		Not mentioned		in progress	Est-ce que les variations de marquage des participants basiques sont déterminées par des distinctions de personnes?	verb, bound person form	argument marking - core, person	affixation and cliticization, bound person marking, conjugation, word order		249:0 -> 98:na	Sahul	keepers			keep identical copy				NTS											Michael Dunn, Ger Reesink, Stephen Levinson, Ruth Singer et al.				this question refers to variations , if they occur				3.3.18	Are variations in marking strategies based on person distinctions?	Are variations in marking strategies of core participants based on person distinctions?	{'1': <DomainElement 'GB098-1'>, '0': <DomainElement 'GB098-0'>, '3': <DomainElement 'GB098-3'>, '2': <DomainElement 'GB098-2'>, '?': <DomainElement 'GB098-?'>}
GB099	Hedvigs_thematic_order0189	Do verb stems alter according to the person of a core participant?	3:?;1: present;2:n;0: absent	i.e. can suppletion mark person?	I.e. can suppletion mark person?		Not mentioned		in progress	Est-ce que les bases verbales varient selon la personne d’un participant basique?	verb	person	suppletion		99	Sahul	keepers			keep identical copy			y	NTS											Michael Dunn, Ger Reesink, Stephen Levinson, Ruth Singer et al.						Suppletion counts as stem alternation.		3.3.21	Do verb stems alter according to the person of a core participant?	Do verb stems alter according to the person of a core participant?	{'1': <DomainElement 'GB099-1'>, '0': <DomainElement 'GB099-0'>, '2': <DomainElement 'GB099-2'>, '3': <DomainElement 'GB099-3'>, '?': <DomainElement 'GB099-?'>}
GB100		Is number ever marked separately from person on the verb?	1:y;0:n																																										Is number ever marked separately from person on the verb?	{'1': <DomainElement 'GB100-1'>, '0': <DomainElement 'GB100-0'>, '?': <DomainElement 'GB100-?'>}
GB101		Are person, number and any TAM category (i.e. 3 or more categories in all) marked by portmanteau morphemes on verbs?	0:n																																										Are person, number and any TAM category (i.e. 3 or more categories in all) marked by portmanteau morphemes on verbs?	{'0': <DomainElement 'GB101-0'>, '?': <DomainElement 'GB101-?'>}
GB102		Are categories such as person, number, gender related to a single participant discontinuously marked on a verb?	0:n																																										Are categories such as person, number, gender related to a single participant discontinuously marked on a verb?	{'0': <DomainElement 'GB102-0'>, '?': <DomainElement 'GB102-?'>}
GB103	Hedvigs_thematic_order044	Are benefactive nominals marked on the verb?	1: present;3:y;2:n;0: absent	"This question concerns a bound verbal marker that signals that the verb has a benefactive argument. The marker could be analyzed in the language-specific case as voice, agreement or a bound pronoun. The marker doesn't have to index the benefactor or benefactee. Serial-verb-constructions that include a marker of benefactive (typically the root for ""give"") do not count here."	"This marker concerns a bound verbal marker that signals that the verb has a benefactive argument. The marker could be analyzed in the language-specific case as voice, agreement or a bound pronoun. The marker doesn't have to index the benefactor or benefactee. Serial-verb-constructions that include a marker of benefactive (typically the root for ""give"") do not count here."		Not mentioned, The markers are adjacent to the verb but not treated as morphologically bound		in progress	Les nominaux bénéfactifs sont-ils marqués sur le verbe ?	verb, bound person form	argument marking - oblique	affixation and cliticization, bound person marking, conjugation		103	Sahul	keepers	"Take note though that this is ""on the verb"", we could argue that we should have more features to mark benefactive function that are not dependent on wordhood."	word	add hyper			y	NTS											Michael Dunn, Ger Reesink, Stephen Levinson, Ruth Singer et al.			Yes, WALS-chapter 109			Any marking of benefactive on the verb will do, doesn't have to actually index the benefactive NP.		3.4.02	Are benefactive nominals marked on the verb?	Are benefactive nominals marked on the verb?	{'1': <DomainElement 'GB103-1'>, '0': <DomainElement 'GB103-0'>, '3': <DomainElement 'GB103-3'>, '2': <DomainElement 'GB103-2'>, '?': <DomainElement 'GB103-?'>}
GB104	Hedvigs_thematic_order043	Can instruments be marked on the verb?	4:?;1: present;3:y;2:n;0: absent	This marker doesn't have to index the instrument.	This marker doesn't have to index the instrument.		Not mentioned, The markers are adjacent to the verb but not treated as morphologically bound		in progress	Est-il possible de marquer l’instrument sur le verbe?	verb, bound person form	argument marking - oblique	affixation and cliticization, bound person marking, conjugation		104	Sahul	keepers	"Take note though that this is ""on the verb"", we could argue that we should have more features to mark instrumental function that are not dependent on wordhood."	word	add hyper			y	NTS											Michael Dunn, Ger Reesink, Stephen Levinson, Ruth Singer et al.						Any marking of instrumental on the verb will do, doesn't have to actually index the instrumental NP.		3.4.02a	Can instruments be marked on the verb?	Can instruments be marked on the verb?	{'0': <DomainElement 'GB104-0'>, '3': <DomainElement 'GB104-3'>, '?': <DomainElement 'GB104-?'>, '1': <DomainElement 'GB104-1'>, '2': <DomainElement 'GB104-2'>, '4': <DomainElement 'GB104-4'>}
GB105	Hedvigs_thematic_order030	Can recipients be treated as a transitive object, i.e. as Direct Object?	1: present;2:y;3:n;0: absent	F105 is concerned with both agreement on the verb and constituent marking (constituent marking = marking on the constituent that refers to the role the constituent has to the predicate, i.e. both adpositions (F76-77) and case (F71-73)). A ‘yes’ in F105 is firstly triggered by constituent marking. If there is no constituent marking of DO in the language whatsoever verbal marking is considered. See F287-F90 for further subdivisions of this feature.	F105 is concerned with both agreement on the verb and constituent marking (constituent marking = marking on the constituent that refers to the role the constituent has to the predicate, i.e. both adpositions (F76-77) and case (F71-73)). A ‘yes’ in F105 is firstly triggered by constituent marking. If there is no constituent marking of DO in the language whatsoever verbal marking is considered. See F287-F90 for further subdivisions of this feature.		Not mentioned		in progress	Les bénéficiaires, peuvent-ils être traités comme des objets directs?	noun, NP, case marker, verb, bound person form	argument marking - oblique, argument marking - core	declension, conjugation, agreement, bound person marking, phonologically independent item		(287:0 ^ 288:0 ^ 289:0 ^ 290:0) -> 105:0, (287:1 v 288:1) -> 105:1, ((287:0 ^ 288:0) ^ (289:1 v 290:1)) -> 105:1	Sahul	keepers	These have been a very tricky set of features that we've been discussing a lot. It's quite complicated and probably hard to apply consistently across a global sample.		delete				NTS											Michael Dunn, Ger Reesink, Stephen Levinson, Ruth Singer et al.								3.4.03	Can recipients be treated as a transitive object, i.e. as Direct object?	Can recipients be treated as a transitive object, i.e. as Direct Object?	{'1': <DomainElement 'GB105-1'>, '0': <DomainElement 'GB105-0'>, '2': <DomainElement 'GB105-2'>, '3': <DomainElement 'GB105-3'>, '?': <DomainElement 'GB105-?'>}
