ID,Parameter_ID,Language_ID,Feature,Code_ID,Answer,Comment,Source,Possible_Values,Suggested_standardised_comments
2024,SD381,buna1278-suai,Is sex of speaker a factor in differentiating at least one sibling term?,1,n,,,1:n;3:no data;0:y;2:?,
2025,SD388,buna1278-suai,Are there allophonic phonation types for vowels?,?,Not known,,,1:n;0:y,
2026,SD389,buna1278-suai,Is there nominalizing morphology?,?,Not known,,,0:y,
2027,SD390,buna1278-suai,Can horizontal direction be marked in demonstratives?,?,Not known,,,0:n;1:y,
2028,SD391,buna1278-suai,Is there a predicative possessive construction?,?,Not known,,,0:y,
2029,SD392,buna1278-suai,Are S and O marked by the same prefix/proclitic?,?,Not known,,,0:n,
2030,SD393,buna1278-suai,Are S and O marked by the same suffix/enclitic?,?,Not known,,,0:n,
2031,SD394,buna1278-suai,Are there suppletive forms for negated verbs?,?,Not known,,,0:y,
2032,SD395,buna1278-suai,Is topological information expressed by adpositions?,?,Not known,,,0:n,
2033,SD396,buna1278-suai,Is topological information expressed by nouns?,?,Not known,,,0:y,
2034,SD397,buna1278-suai,Are there native terms expressing directions in space on a geocentric coordinate system (geocentric terms)?,?,Not known,,,0:y,
2035,SD398,buna1278-suai,Do geocentric terms have deictic use?,?,Not known,,,0:y,
2036,SD399,buna1278-suai,Can geocentric terms function as adverbs?,?,Not known,,,0:y,
2037,SD400,buna1278-suai,Can geocentric terms function as adpositions?,?,Not known,,,0:y,
2038,SD401,buna1278-suai,Can demonstratives function as adverbs (without changing its form)?,?,Not known,,,1:n;0:y,
2039,SD402,buna1278-suai,Can demonstratives function as prepositions (without changing its form)?,?,Not known,,,1:n;0:y,
2040,SD403,buna1278-suai,Is it possible to employ an absolute frame of reference when expressing projective spatial relations?,?,Not known,,,0:y,
2041,SD404,buna1278-suai,Is it possible to employ an intrinsic frame of reference when expressing projective spatial relations?,?,Not known,,,0:y,
2042,SD405,buna1278-suai,Is it possible to employ a relative frame of reference when expressing projective spatial relations?,?,Not known,,,0:n;1:?,
2043,SD406,buna1278-suai,Is it possible to use another frame of reference?,?,Not known,,,0:y;1:?,
2044,SD407,buna1278-suai,Which frame of reference is preferred in the expression of projective spatial relations?,?,Not known,,,0:a;1:?,
2045,GB014,fata1247,Is there weight-sensitive suprasegmental prominence; suprasegmental prominence can be loudness; duration; pitch; i.e. stress or tone phenomena?,1,y,,,0:n;2:no data;1:y;3:?,
2046,GB020,fata1247,Are there definite or specific articles?,3,n,,p. 17,3:n;1: present;2:y;0: absent,Not mentioned; Form same as demonstratives; Form same as pronoun; Definiteness marking is done by an element with another function such as numeral classifiers; Definiteness marking is very restricted
2047,GB021,fata1247,Is an indefinite NP obligatorily accompanied by an indefinite (or non-specific) article?,2,n,,,2:n;1: present;0: absent,Not mentioned; It exists but it is not obligatory; Same as numeral 'one'
2048,GB022,fata1247,Are there prenominal articles?,2,n,,,2:n;1: present;0: absent,Not mentioned; The definite article is prenominal; The indefinite article is prenominal; The definite article is a prefix; The indefinite article is a prefix
2049,GB023,fata1247,Are there postnominal articles?,2,y,,p. 17,3:n;1: present;2:y;0: absent,Not mentioned; The definite article is postnominal; The indefinite article is postnominal; The definite article is a suffix; The indefinite article is a suffix
2050,GB024,fata1247,What is the order of numeral and noun in the NP?,2,N-Num,,needs-check,3: both.;2: N-Num;4:2;1: Num-N,Not mentioned; Mostly numeral-noun with a few exceptions; Mostly noun-numeral with a few exceptions; Either order occurs with any numeral
2051,GB025,fata1247,What is the order of demonstrative and noun in the NP?,2,N-Dem,,needs-check,3: both.;1: Dem-N;4:3;5:2;2: N-Dem,Not mentioned; Different demonstratives take different orders; There is free variation; Demonstrative construction has a form both before and after the noun; Demonstrative are treated as suffixes; Demonstrative are treated as prefixes
2052,GB026,fata1247,Are there 'discontinuous noun phrases'?,2,n,,,2:n;1: present;0: absent,Not mentioned
2053,GB027,fata1247,Is there a difference between the marking of NP coordination ('John and Mary went to market') and the marking of comitative phrases ('John went to market with Mary')?,2,y,,,0: absent;3:n;1: present;4:no data;2:y;5:?,Not mentioned
2054,GB028,fata1247,Is there an inclusive/exclusive distinction?,2,y,,,0: absent;1: present;2:y,Not mentioned
2055,GB029,fata1247,Is there a minimal-augmented system?,0,n,,,0:n,
2056,GB030,fata1247,Is there a gender distinction in 3rd person pronouns (or demonstratives; if no 3rd person pronouns)?,2,n,,,2:n;1: present;0: absent,Not mentioned
2057,GB031,fata1247,Is there a dual (or unit augmented) in addition to a plural (or augmented) number category in pronouns?,2,n,,,2:n;1: present;0: absent;3:y;4:?,Not mentioned
2058,GB032,fata1247,Are 1st and 2nd persons conflated in any context?,3,y,the first and second person possessor pronoun precede the possessee without intervening possessor particle i,p. 28,2:n;1: present;3:y;0: absent,Not mentioned; Same pronoun form covering both first and second person in some context; Person is marked on the verb and there is a context where first and second person are the same
2059,GB033,fata1247,Are 2nd and 3rd persons conflated in non-singular numbers?,0,n,,,0:n,
2060,GB034,fata1247,Are person categories neutralized under some conditions?,2,n,,,2:n;1: present;0: absent,Not mentioned; Under negation; In a certain TAM context; Unclear whether the verb form counts as finite
2061,GB035,fata1247,Is there an opposition between three or more distance terms in the demonstrative system?,2,y,,,3:n;1: present;0: absent;2:y;4:?,Not mentioned; The distinction is distance from speaker versus hearer
2062,GB036,fata1247,Is elevation morphologically marked in demonstratives?,?,Not known,,,3:n;1: present;0: absent;2:y;4:?,Not mentioned
2063,GB037,fata1247,Is the opposition visible-non-visible marked on demonstratives?,2,n,,,2:n;1: present;0: absent;3:y;4:?,Not mentioned
2064,GB038,fata1247,Are there demonstrative classifiers?,2,n,,,2:n;1: present;0: absent;3:?,Not mentioned; The demonstrative classifier system is the same as another classifier system; Demonstratives agree with what is treated as noun classes
2065,GB039,fata1247,Are there declensions (partly) determined by number of the noun?,2,n,,,2:n;1: present;0: absent,Not mentioned; There are different forms for marking number depending on the noun class; There are different forms for marking number which seem to be phonologically conditioned; The markers are adjacentbut not treated as bound
2066,GB040,fata1247,Are there declensions (partly) determined by gender of the noun?,?,Not known,,,0:n,
2067,GB041,fata1247,Are there nouns which are suppletive for number?,2,n,,,2:n;1: present;0: absent,Not mentioned
2068,GB042,fata1247,Can singular number be marked on the noun itself?,2,n,,,2:n;1: present;0: absent,Not mentioned; The marker is adjacent to the noun but not treated as morphologically bound
2069,GB043,fata1247,Can dual number be marked on the noun itself?,2,n,,,2:n;1: present;0: absent,Not mentioned; The marker is adjacent to the noun but not treated as morphologically bound
2070,GB044,fata1247,Can plural number be marked on the noun itself?,3,y,irregular plural forms take a suffix; normally plural is marked with a separate word ,Heston 2015:21-22,2:n;1: present;3:y;0: absent,Not mentioned; The marker is adjacent to the noun but not treated as morphologically bound
2071,GB045,fata1247,Is number marking prohibited on certain (types of) nouns?,1,y,we do not consider plural word to be number marking on the nouns,,0:n;1:y;2:?,
2072,GB046,fata1247,Are there associative plurals?,5,Not known,no data,needs-check,0: absent;3:n;1: present;4:no data;2:y;5:?,Not mentioned
2073,GB047,fata1247,Is there a productive morphologically marked Action/state nominalization (arrive/arrival)?,3,y,suffix -n,p. 22,2:n;1: present;0: absent;3:y;4:?,Not mentioned; The marker is adjacent to the noun but not treated as morphologically bound; The marker is also a noun
2074,GB048,fata1247,Is there a productive morphologically marked Agentive nominalization (sing-er)?,2,n,,,2:n;1: present;0: absent;3:y;4:?,Not mentioned; The marker is adjacent to the noun but not treated as morphologically bound; The marker means 'person' or similar
2075,GB049,fata1247,Is there a productive morphologically marked Object nominalization (sing; song)?,3,y,suffix -n,p. 22,2:n;1: present;0: absent;3:y;4:?,Not mentioned; The marker is adjacent to the noun but not treated as morphologically bound; The marker means 'thing' or similar
2076,GB050,fata1247,Are there noun classes/genders?,1,n,,,1:n;0:y;2:?,
2077,GB051,fata1247,Is sex a relevant category in any noun class/gender system?,?,Not known,,,2:n;1: present;0: absent,Not mentioned; Nouns have semantic classification but the markers are not morphologically bound and are flexible; There is extensive classification but only to parts of the lexicon
2078,GB052,fata1247,Is shape a relevant category in any noun class/gender system?,?,Not known,,,3:n;1: present;2:y;0: absent,Not mentioned; Nouns have semantic classification but the markers are not morphologically bound and are flexible; There is extensive classification but only to parts of the lexicon
2079,GB053,fata1247,Is animacy (without reference to sex) a relevant category in any noun class/gender system?,?,Not known,,,3:n;1: present;2:y;0: absent,Not mentioned; Nouns have semantic classification but the markers are not morphologically bound and are flexible; There is extensive classification but only to parts of the lexicon
2080,GB054,fata1247,Is plant status a relevant category in any noun class/gender system?,?,Not known,,,2:n;1: present;0: absent,Not mentioned; Nouns have semantic classification but the markers are not morphologically bound and are flexible; There is extensive classification but only to parts of the lexicon
2081,GB055,fata1247,Does the language only have a gender distinction in 3rd person pronouns?,?,Not known,,,0:n,
2082,GB056,fata1247,Is there concord within the NP; i.e. agreement of elements within the NP with the noun class of a noun?,?,Not known,,,0:n;1:y,
2083,GB057,fata1247,Are there numeral classifiers?,3,y,human classifier ater,p. 30,2:n;1: present;0: absent;3:y;4:?,Not mentioned; There are but they also have other functions such as classifying demonstratives; There are words with specific numeral meanings such as 'ten coconuts'; There are different numerals used with different nouns
2084,GB058,fata1247,Are there possessive classifiers?,2,n,,,2:n;1: present;0: absent,Not mentioned; There are but they also have other functions such as classifying demonstratives; There are words with specific possessive meaning such as 'my house'; The classifiers reflect properties of the possessor rather than the possessum
2085,GB059,fata1247,Is alienable/inalienable a relevant distinction?,2,y,,,3:n;1: present;2:y;0: absent,Not mentioned
2086,GB060,fata1247,Are there different possessive constructions?,0,y,"Both alienable and inalienable possession are expressed in the same way. Howeverr; when the possessed noun begins with a vowel; inalienable nouns have /n/ occuring between the possessive pronoun
2091,and the noun; for  alienably possessed nouns; /h/ may occur. The inserted consonant; /n/ or /h/; is optional; and in the event it is absent; a
2092,glottal stop is inserted instead; a productive phonological process",p. 29,1:n;0:y,
2087,GB061,fata1247,Can possession be marked by a prefix?,3,n,,,3:n;1: present;2:y;0: absent,Not mentioned; The marker is adjacent to the noun but not treated as morphologically bound
2088,GB062,fata1247,Can possession be marked by a suffix?,2,n,,,2:n;1: present;3:y;0: absent,Not mentioned; The marker is adjacent to the noun but not treated as morphologically bound
2089,GB063,fata1247,Can possession be marked on the nominal possessor?,2,n,,,2:n;1: present;3:y;0: absent,Not mentioned; The marker is adjacent to the noun but not treated as morphologically bound
2090,GB064,fata1247,Can possession be marked on the nominal possessee?,3,n,,,3:n;1: present;2:y;0: absent,Not mentioned; The marker is adjacent to the noun but not treated as morphologically bound
2091,GB065,fata1247,What is the order of possessor and possessed in the attributive possessive construction?,1,Possessor-Possessed,,needs-check,5:1;2:Possessed-Possessor;4:both;1:Possessor-Possessed;6:3,Not mentioned; Pronouns use the opposite order
2092,GB066,fata1247,Are there different orders of elements in a possessive phrase for different classes of possession?,0,n,,,0:n;1:y,
2093,GB067,fata1247,What is the counting system?,1,1,,needs-check,1:1;0:2;2:decimal,
2094,GB068,fata1247,Do core adjectives (defined semantically as property concepts; value; shape; age; dimension) act like verbs in predicative position?,2,y,,,0: absent;3:n;1: present;4:no data;2:y;5:?,Not mentioned; Neither verbs nor adjectives receive marking; Some TAM and voice marking on verbs is not shared by adjectives
2095,GB069,fata1247,Do core adjectives (defined semantically as property concepts; value; shape; age; dimension) used attributively require the same morphological treatment as verbs?,2,y,,,3:n;1: present;2:y;0: absent,Not mentioned; Neither verbs nor adjectives receive marking; Some TAM and voice marking on verbs is not shared by adjectives
2096,GB070,fata1247,Is there case marking for core nominal NPs (i.e.; S; A or O function)?,3,y,morpheme a,p. 31,2:n;1: present;3:y;0: absent,Not mentioned; The markers are adjacent to the noun but not treated as morphologically bound
2097,GB071,fata1247,Is there case marking for core pronouns?,3,y,subject pronouns end in -a; different set of non-subject pronouns,p. 19,2:n;1: present;3:y;0: absent,Not mentioned; The markers are adjacent to the noun but not treated as morphologically bound
2098,GB072,fata1247,Is there case marking for oblique nominal NPs?,2,n,,,2:n;1: present;0: absent,Not mentioned; The markers are adjacent to the noun but not treated as morphologically bound
2099,GB073,fata1247,Is there case marking for oblique pronouns?,2,n,,,2:n;1: present;0: absent,Not mentioned; The markers are adjacent to the noun but not treated as morphologically bound
2100,GB074,fata1247,Are there prepositions?,2,n,,,2:n;1: present;0: absent;4:y;3:?,Not mentioned; The markers are treated as bound to the noun; The adpositions are often also lexical nouns and verbs; Only one or very few
